date,loaded,redeemed,outstanding
2025-03-17,57704.85170406648,40628.90898162132,2118982.5033955495
2025-03-18,56179.737381186664,48712.99524023002,2126449.245536506
2025-03-19,64483.02404834924,47151.812955467125,2143780.4566293885
2025-03-20,56257.148450321954,54550.304776047466,2145487.300303663
2025-03-21,58009.49726473489,53992.497261230346,2149504.3003071677
2025-03-22,74808.87253764083,63905.99293420732,2160407.179910601
2025-03-23,50321.50137937216,47866.51757978072,2162862.163710193
2025-03-24,63968.06572905469,51836.80033397614,2174993.429105271
2025-03-25,56809.78376995574,52246.26715863218,2179556.945716595
2025-03-26,54631.40511201675,46410.83228732149,2187777.51854129
2025-03-27,61632.341717882475,60734.77593897463,2188675.084320198
2025-03-28,88239.89468074459,59275.26001117988,2217639.7189897625
2025-03-29,85119.46167981841,75005.80965401766,2227753.371015563
2025-03-30,53214.11737234286,48344.35858338607,2232623.12980452
2025-03-31,57482.4669240109,44836.121185555145,2245269.4755429756
2025-04-01,83966.40316209073,49992.952920938056,2279242.9257841283
2025-04-02,50509.455414965305,56978.14055194541,2272774.2406471483
2025-04-03,61956.322187336504,61606.81638595147,2273123.7464485336
2025-04-04,70090.93484883457,65878.48559861624,2277336.195698752
2025-04-05,69357.67912927784,85021.0057828101,2261672.86904522
2025-04-06,48067.81691785021,55124.40821127105,2254616.277751799
2025-04-07,46897.11895159714,51418.36307253893,2250095.0336308572
2025-04-08,42891.75121551376,56709.74035918752,2236277.0444871834
2025-04-09,49188.20394122523,67028.66736102462,2218436.581067384
2025-04-10,56675.67041980246,70379.64328733334,2204732.6081998535
2025-04-11,68269.46836778717,58623.79004002399,2214378.2865276164
2025-04-12,84745.02533550272,65655.2650331432,2233468.046829976
2025-04-13,60991.20100260505,57130.43817638055,2237328.8096562005
2025-04-14,50829.03017788856,47006.134167701726,2241151.7056663875
2025-04-15,77812.45396254903,45727.58275825605,2273236.5768706803
2025-04-16,53825.3303445687,52702.137039269815,2274359.770175979
2025-04-17,58144.68961647783,60744.69367715866,2271759.766115298
2025-04-18,72629.75219960528,66290.79407939862,2278098.724235505
2025-04-19,72659.69760956895,68427.02169616429,2282331.4001489095
2025-04-20,51491.814133583954,46623.936241378804,2287199.2780411146
2025-04-21,65073.672773896134,49170.603643238115,2303102.3471717727
2025-04-22,48385.19320826772,48430.96175116341,2303056.578628877
2025-04-23,56765.20336558018,69967.85588759987,2289853.9261068576
2025-04-24,82447.56868092403,60290.076129243396,2312011.4186585383
2025-04-25,73193.19301683625,73875.024385201,2311329.5872901734
2025-04-26,80357.28357287591,70305.35335369386,2321381.517509355
2025-04-27,54376.92878683158,49627.53033284949,2326130.9159633373
2025-04-28,61570.78458775833,49935.37368276641,2337766.326868329
2025-04-29,55249.60560019783,41206.82819364302,2351809.104274884
2025-04-30,55699.703988554706,49388.259130573395,2358120.5491328654
2025-05-01,74372.12987072305,49725.798523968435,2382766.88047962
2025-05-02,75177.62573330745,54876.871133233384,2403067.635079694
2025-05-03,61191.5328793179,66568.90842537262,2397690.259533639
2025-05-04,58342.78133990249,58349.057764208526,2397683.983109333
2025-05-05,65499.86443033904,53893.84153540557,2409290.0060042664
2025-05-06,58194.44394008034,61672.18808833262,2405812.2618560144
2025-05-07,54982.57916825737,59600.23051830953,2401194.6105059623
2025-05-08,63927.177385653835,64999.91851505162,2400121.8693765644
2025-05-09,68837.08571252826,63148.85199980895,2405810.1030892837
2025-05-10,75855.99803697185,79251.46679003978,2402414.634336216
2025-05-11,43245.21704800952,55208.16376980028,2390451.687614425
2025-05-12,55232.0319157318,51142.4803931902,2394541.239136967
2025-05-13,43847.76066118402,57140.60383589074,2381248.39596226
2025-05-14,47540.733109033565,59998.94021530679,2368790.188855987
2025-05-15,96204.6839426913,56122.131552267914,2408872.7412464106
2025-05-16,79476.43869905722,61244.39704843079,2427104.782897037
2025-05-17,62134.58041736697,66512.71408434706,2422726.649230057
2025-05-18,44935.97975409441,51470.60099139297,2416192.0279927584
2025-05-19,40236.37896885971,55666.28491660794,2400762.1220450103
2025-05-20,52087.05331249586,49460.630671668245,2403388.544685838
2025-05-21,75927.2114871718,56366.53426889988,2422949.2219041097
2025-05-22,63627.40416913579,62682.90368555731,2423893.7223876882
2025-05-23,66610.058532434,72414.64549102799,2418089.135429094
2025-05-24,71466.88679711091,86481.37997349276,2403074.642252712
2025-05-25,44515.06604717998,57355.75396270146,2390233.9543371904
2025-05-26,55271.625504013056,48197.11431052013,2397308.4655306833
2025-05-27,56110.19459695187,62864.549974088186,2390554.110153547
2025-05-28,56039.64271538455,53023.13129944443,2393570.6215694873
2025-05-29,66197.56318666314,65143.65569750179,2394624.5290586487
2025-05-30,74000.6681505192,67904.41467646524,2400720.7825327027
2025-05-31,72978.20349738175,70516.44831960315,2403182.5377104813
2025-06-01,66486.93348077983,41854.371987432205,2427815.0992038287
2025-06-02,63552.477125003425,52341.00503407516,2439026.571294757
2025-06-03,67146.06123192227,45650.98511974055,2460521.647406939
2025-06-04,50190.22233012635,62201.1996977837,2448510.6700392817
2025-06-05,53887.60844707329,69076.52666683,2433321.751819525
2025-06-06,82973.35665013586,62896.36601654154,2453398.7424531193
2025-06-07,65519.12443045314,76642.42437212718,2442275.4425114454
2025-06-08,63000.333463172174,47147.80041768265,2458127.9755569347
2025-06-09,53841.00907916708,50492.699257851506,2461476.2853782503
2025-06-10,65421.56644381502,58044.72709414962,2468853.1247279155
2025-06-11,56980.19132291286,56528.932429324304,2469304.383621504
2025-06-12,61493.94769082002,71020.4266133633,2459777.904698961
2025-06-13,84805.50579768476,65373.59956084457,2479209.8109358014
2025-06-14,63822.31958021788,82846.78171625687,2460185.3487997623
2025-06-15,63809.8960709053,51607.66419461144,2472387.580676056
2025-06-16,53475.06142313579,58708.388286503134,2467154.2538126884
2025-06-17,57643.53976658084,51797.37050915812,2473000.4230701113
2025-06-18,46184.113659248345,56823.852592558294,2462360.6841368014
2025-06-19,63937.18721337833,59157.68953479522,2467140.1818153844
2025-06-20,65447.526052890054,63201.32525421542,2469386.382614059
2025-06-21,75975.83797339005,79767.22017530659,2465595.0004121424
2025-06-22,39426.84528155063,54329.95089158661,2450691.8948021065
2025-06-23,50985.14926456251,56933.55276744594,2444743.491299223
2025-06-24,44272.44488994771,62280.85640115162,2426735.0797880194
2025-06-25,50098.11464704564,64725.60990662605,2412107.584528439
2025-06-26,60557.53944455355,56404.246996463444,2416260.876976529
2025-06-27,67811.4518899144,69624.14563664814,2414448.183229795
2025-06-28,63718.78013673253,68419.33838841556,2409747.624978112
2025-06-29,51148.58149754326,49595.99215469663,2411300.2143209586
2025-06-30,56956.16102356387,49173.81131169818,2419082.5640328242
2025-07-01,64305.7081714431,61223.901550925824,2422164.3706533415
2025-07-02,59719.6536813081,56947.33258852559,2424936.691746124
2025-07-03,63116.57896783273,56491.72620473908,2431561.5445092176
2025-07-04,71946.00535006865,74801.02765202858,2428706.522207258
2025-07-05,69618.32119098038,58224.782736277346,2440100.060661961
2025-07-06,53552.08443088651,40345.362916893704,2453306.7821759535
2025-07-07,70331.70704744305,56561.857022474,2467076.6322009224
2025-07-08,52728.12902815837,52693.98233807784,2467110.7788910028
2025-07-09,52400.57976185325,56644.47985855985,2462866.878794296
2025-07-10,52766.0239849701,50821.46247455779,2464811.4403047087
2025-07-11,60133.58984452793,66392.49961638535,2458552.5305328513
2025-07-12,55564.25479717415,88249.92705703413,2425866.858272991
2025-07-13,46015.0628447461,53215.84327377813,2418666.077843959
2025-07-14,54107.993911173224,52518.616300022244,2420255.45545511
2025-07-15,74156.86175660408,49220.251011502165,2445192.0662002116
2025-07-16,54172.98427786644,52253.261653946596,2447111.7888241317
2025-07-17,52175.996251032666,46167.481808166434,2453120.303266998
2025-07-18,75081.8970301494,67213.00140813827,2460989.198889009
2025-07-19,69800.95384185131,77672.1750970601,2453117.9776338004
2025-07-20,49721.39591703838,41591.36728044624,2461248.0062703923
2025-07-21,49949.50355022776,48195.5658701494,2463001.9439504705
2025-07-22,55790.64438806494,45739.17333940016,2473053.4149991353
2025-07-23,54509.270976289845,49110.7629507954,2478451.9230246297
2025-07-24,47580.3445949276,57096.77574050117,2468935.491879056
2025-07-25,66158.32078961079,52785.68372926725,2482308.1289394
2025-07-26,65232.60057227632,75111.36180231189,2472429.3677093643
2025-07-27,45023.10613218525,51829.299535471626,2465623.174306078
2025-07-28,54687.88465214176,49446.09111532687,2470864.9678428927
2025-07-29,43409.15422696317,39453.171751051574,2474820.9503188045
2025-07-30,61903.05528738852,48033.527651076794,2488690.4779551164
2025-07-31,65060.95766472767,63058.63545841478,2490692.800161429
2025-08-01,86431.50056249058,48557.956612184294,2528566.3441117355
2025-08-02,65329.26706984128,67758.98210105453,2526136.6290805223
2025-08-03,37159.95556867606,42578.454524267574,2520718.1301249308
2025-08-04,46032.99758851028,54799.9543652813,2511951.1733481595
2025-08-05,49364.63693880568,47071.63962262084,2514244.1706643444
2025-08-06,45869.16140789027,55115.512845433856,2504997.819226801
2025-08-07,60370.862181133925,58635.88128910955,2506732.8001188254
2025-08-08,82965.40759859457,76387.68221340269,2513310.5255040172
2025-08-09,53722.07568924027,68037.47441251729,2498995.1267807405
2025-08-10,44394.527061452674,49034.462325780834,2494355.1915164124
2025-08-11,53815.65177569645,42959.51911953392,2505211.324172575
2025-08-12,61375.86010087273,56001.0738105311,2510586.1104629165
2025-08-13,44565.816598006524,48614.19355308418,2506537.733507839
2025-08-14,56479.52702144141,51991.278486693285,2511025.9820425874
2025-08-15,108487.94067604287,62955.276444675306,2556558.646273955
2025-08-16,50202.07166678209,59370.83179684957,2547389.8861438874
2025-08-17,41643.94722965131,48416.45224430894,2540617.38112923
2025-08-18,49194.25852725849,55073.44971858646,2534738.189937902
2025-08-19,47018.52076137322,51347.79546721736,2530408.915232058
2025-08-20,56290.6149935902,44727.085781674476,2541972.4444439737
2025-08-21,55834.643598635426,54386.57173953467,2543420.5163030745
2025-08-22,51646.69468239714,68070.1958088025,2526997.015176669
2025-08-23,64431.65690264691,56775.12976947643,2534653.5423098397
2025-08-24,44840.74589765104,41848.54753352054,2537645.7406739704
2025-08-25,59688.16906423383,53657.92932485988,2543675.980413344
2025-08-26,45940.57859713581,50445.634948955,2539170.924061525
2025-08-27,46820.8849313767,53794.52894873547,2532197.2800441664
2025-08-28,57288.669912613455,65134.30174799346,2524351.6482087863
2025-08-29,69325.47827656895,65017.74582944013,2528659.380655915
2025-08-30,63271.76200699802,72141.26078108329,2519789.88188183
2025-08-31,38866.66967031397,60349.14901504152,2498307.4025371023
2025-09-01,73034.7195519173,47499.004799222945,2523843.1172897965
2025-09-02,43323.33172749534,44932.79913041402,2522233.6498868777
2025-09-03,51479.92897273936,53463.06825378895,2520250.5106058284
2025-09-04,44819.57598791393,56204.3067945529,2508865.7797991894
2025-09-05,66104.7181249658,58425.130659123766,2516545.3672650317
2025-09-06,53914.16628638076,60403.404737350196,2510056.128814062
2025-09-07,40411.40138605907,57315.58970341282,2493151.9404967083
2025-09-08,54742.977820443804,49524.80422862903,2498370.114088523
2025-09-09,50030.80107638774,44430.58618335416,2503970.328981557
2025-09-10,46073.004360024584,55118.50140241063,2494924.831939171
2025-09-11,62720.98374295189,52126.2928160942,2505519.522866029
2025-09-12,58908.424770030426,59060.18220461016,2505367.7654314493
2025-09-13,59106.56581864599,69650.2693533127,2494824.0618967824
2025-09-14,48266.03996351261,39373.957390999014,2503716.144469296
2025-09-15,62445.603776559736,49051.36244196909,2517110.3858038867
2025-09-16,51002.352553427394,57404.390511945865,2510708.347845368
2025-09-17,46141.87460663568,52385.60145002406,2504464.62100198
2025-09-18,49755.89631156534,50543.678658987956,2503676.8386545572
2025-09-19,72565.82297091291,57210.96232114327,2519031.699304327
2025-09-20,51566.90801638822,63007.27802885939,2507591.329291856
2025-09-21,34720.71358652327,43523.19693566442,2498788.8459427147
2025-09-22,60005.03085879525,45268.55772612822,2513525.319075382
2025-09-23,64973.27671711427,51483.40244696923,2527015.1933455267
2025-09-24,46524.71895114355,41778.62784566989,2531761.2844510004
2025-09-25,41146.90075605452,56908.398778176896,2515999.786428878
2025-09-26,58964.063929113276,57545.0265030316,2517418.8238549596
2025-09-27,56080.1391332811,67411.83736035155,2506087.1256278893
2025-09-28,45043.50650933466,39423.13708543774,2511707.4950517863
2025-09-29,43001.435269712165,53194.18802315418,2501514.742298344
2025-09-30,50983.67188443957,52506.966515149565,2499991.447667634
2025-10-01,69807.60628961258,53684.08404196208,2516114.969915285
2025-10-02,43142.33055924887,44231.91099814525,2515025.389476388
2025-10-03,66190.66180796646,64130.02373111856,2517086.027553236
2025-10-04,73853.85097623651,66970.22610684355,2523969.6524226293
2025-10-05,46799.98406602291,37484.370027982215,2533285.26646067
2025-10-06,46964.02380489271,46520.37443631321,2533728.9158292497
2025-10-07,46531.699189013634,48315.18850126471,2531945.4265169986
2025-10-08,52036.32154053731,51870.02524458659,2532111.722812949
2025-10-09,41752.7871128539,52494.61450122897,2521369.895424574
2025-10-10,61816.98115570538,60800.2862636486,2522386.590316631
2025-10-11,54867.97136618826,74402.85628392878,2502851.70539889
2025-10-12,57009.174019683516,49351.64373334109,2510509.2356852326
2025-10-13,47722.05937867784,34727.24990914283,2523504.0451547676
2025-10-14,57625.44223443376,44743.97983873253,2536385.5075504687
2025-10-15,56975.53897709139,47981.027982996,2545380.018544564
2025-10-16,54980.93343247288,43135.30678910652,2557225.64518793
2025-10-17,62806.7674856902,59709.84394942544,2560322.568724195
2025-10-18,51676.33454246832,73064.08101864667,2538934.8222480165
2025-10-19,46547.761643462014,39366.11369621904,2546116.4701952594
2025-10-20,56245.967063595795,47988.82367682461,2554373.6135820304
2025-10-21,45291.572539162364,42354.75805782231,2557310.4280633703
2025-10-22,39264.11760471123,45704.93239178091,2550869.6132763005
2025-10-23,51060.496786064265,59343.151236445316,2542586.9588259193
2025-10-24,54177.81221563807,55589.793503571775,2541174.9775379854
2025-10-25,54995.820000751504,66694.98008369365,2529475.817455043
2025-10-26,45090.84717283774,35883.67371128919,2538682.9909165916
2025-10-27,39609.10282010292,55016.19976998043,2523275.893966714
2025-10-28,38777.08722150162,48235.35358669539,2513817.62760152
2025-10-29,50965.81779019632,46742.74459365309,2518040.7007980635
2025-10-30,48066.31067100686,52851.20946310576,2513255.802005965
2025-10-31,44398.73374232297,49625.050125253976,2508029.4856230337
2025-11-01,85052.72001453418,69550.98092536279,2523531.224712205
2025-11-02,47088.604995195725,40956.37716279574,2529663.452544605
2025-11-03,44664.49027894772,43905.73196760977,2530422.2108559427
2025-11-04,40246.58648616906,42585.58258050327,2528083.2147616083
2025-11-05,53259.17507101387,44368.02990031981,2536974.3599323025
2025-11-06,53464.90407713833,52974.40133116574,2537464.862678275
2025-11-07,80553.17484592811,58265.50531744509,2559752.532206758
2025-11-08,60440.663813719046,66408.79402199147,2553784.4019984854
2025-11-09,47863.52864705868,42505.485281574285,2559142.44536397
2025-11-10,47823.798453430776,47500.748363885104,2559465.4954535156
2025-11-11,52143.3443158315,43285.65181810076,2568323.1879512463
2025-11-12,52093.95845431269,59582.185723345676,2560834.9606822133
2025-11-13,59781.85695198821,42920.63280338927,2577696.1848308123
2025-11-14,57057.74104318427,65665.90653101265,2569088.019342984
2025-11-15,73916.56227693528,72330.40939449967,2570674.17222542
2025-11-16,43310.809901792774,39694.21496993968,2574290.767157273
2025-11-17,53878.877840350084,57247.75389525696,2570921.891102366
2025-11-18,56843.230605442186,50686.4438526763,2577078.677855132
2025-11-19,45957.0184907295,53495.715366286764,2569539.980979575
2025-11-20,49129.988799758044,51209.5567017565,2567460.4130775766
2025-11-21,63400.779125293026,57408.53105148423,2573452.6611513854
2025-11-22,56315.501470850926,62617.67345637186,2567150.4891658644
2025-11-23,51714.338132623336,45303.407798241176,2573561.4195002466
2025-11-24,37616.22142008215,53105.993873441264,2558071.6470468873
2025-11-25,43263.291714443665,46824.90725922932,2554510.0315021016
2025-11-26,44482.823412856254,44119.808194044155,2554873.0467209136
2025-11-27,39386.85820328131,54990.73822782714,2539269.166696368
2025-11-28,54750.558612880435,63442.13283723931,2530577.592472009
2025-11-29,52325.43336321963,66953.03156234787,2515949.9942728807
2025-11-30,45349.39251507139,45838.41325369845,2515460.973534254
2025-12-01,76596.26196903388,43677.68465914336,2548379.5508441445
2025-12-02,46737.04490179523,41098.53255576169,2554018.063190178
2025-12-03,43507.11543728792,43634.07807090868,2553891.100556557
2025-12-04,52084.157678861106,42431.081714294814,2563544.1765211234
2025-12-05,70269.25429465256,58777.360344441906,2575036.0704713343
2025-12-06,52372.51383193572,62154.84554957685,2565253.738753693
2025-12-07,41998.74655833439,40852.67874360388,2566399.8065684238
2025-12-08,53542.41476882151,33568.35667422911,2586373.864663016
2025-12-09,47280.543569499234,39814.34337210848,2593840.064860407
2025-12-10,53690.424740803974,53168.11399458015,2594362.3756066305
2025-12-11,52833.46644372185,46799.753732789955,2600396.0883175624
2025-12-12,68026.00240392309,59620.43320987162,2608801.657511614
2025-12-13,52494.65205729419,54635.90510068444,2606660.4044682235
2025-12-14,47230.79627296694,49392.15556690948,2604499.045174281
2025-12-15,66554.31454906332,44627.60226884678,2626425.7574544977
2025-12-16,42380.24295248384,46809.36171540799,2621996.6386915734
2025-12-17,41594.98772798604,60502.54733085927,2603089.0790887
2025-12-18,58048.80729479932,58552.574298220185,2602585.3120852793
2025-12-19,60578.256176738585,56136.955383087974,2607026.61287893
2025-12-20,53130.53260026581,59427.9344278596,2600729.211051336
2025-12-21,47257.011628269196,41551.12896731633,2606435.093712289
2025-12-22,58518.51371566458,47785.523819023394,2617168.08360893
2025-12-23,37706.01814393923,45003.38284529403,2609870.718907575
2025-12-24,42395.86106005907,45973.98881259141,2606292.591155043
2025-12-25,48396.432265109,58045.7694978898,2596643.253922262
2025-12-26,76149.17952157643,56797.644286275456,2615994.7891575634
2025-12-27,62850.518908769605,78984.15857716196,2599861.149489171
2025-12-28,53024.87814389281,43260.30858230936,2609625.7190507543
2025-12-29,45097.0088540574,54388.35635513799,2600334.371549674
2025-12-30,43856.73770565722,47118.6387251769,2597072.470530154
